ID Sypanie,Obrazok,"Nazov (odstranit cisla, skonzistentnit a spresnit)",Kategoria (vybrat jedno z dodaneho zoznamu),Do nultej verzie,Otazka,Koncepty,Kapitola,Subkapitola,"Typ otazky (single choice, multi-choice, ano-nie, volny text,…)",Spravna odpoved,"Moznosti, ak boli k dispozicii",Obtiaznost (impossible/tazke/stredne/lahke/trivialne),XML,Pressman
571,resources/q-007ok_a.png,Zvislá šípka v sekvenčnom diagrame,modely_spravania,y,Zvislá šípka vľavo na obrázku znázorňuje:,"UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,single-choice,čas;,"správu pre všetky objekty;správu, ktorú poslal objekt :Client sám sebe;<correct>čas</correct>;je to značka neukončenia procesu - značí, že tento pokračuje ďalej;",lahke,questions/psi-op-q-030ok.xml,
572,,Názvy Swimlanes,funkcionalne_modely,y,Vyber vhodné názvy pre Swimlanes?,"UML, diagram činností, funkcionálny model, modelovanie",07 Funkcionálne modely,07.02 Diagram aktivít,multi-choice,Banka;Obchodné oddelenie;Používateľ;,Session;<correct>Banka</correct>;Michael Phelps;<correct>Obchodné oddelenie</correct>;Potvrdenie;<correct>Používateľ</correct>;Overenie;,lahke,questions/psi-op-q-030pl.xml,
573,resources/q-003ok.png,Druh modelu správania,modely_spravania,y,Na obrázku je:,"UML, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,single-choice,Sekvenčný diagram;,Diagram komunikácií;<correct>Sekvenčný diagram</correct>;Diagram súčiastok;Diagram tokov údajov;,trivialne,questions/psi-op-q-031ok.xml,
574,,Vzťahy v diagramoch dátových tokov,funkcionalne_modely,,Aké vzťahy nie sú povolené v diagramoch dátových tokov?,"funkcionálny model, diagram tokov údajov, modelovanie",07 Funkcionálne modely,07.03 Diagram tokov údajov,multi-choice,Externá entita - Externá entita;Úložisko údajov - Externá entita;Externá entita - Úložisko údajov;,Externá entita - Proces;<correct>Externá entita - Externá entita</correct>;<correct>Úložisko údajov - Externá entita</correct>;Proces - Úložisko údajov;Proces - Proces;<correct>Externá entita - Úložisko údajov</correct>;,stredne,questions/psi-op-q-031pl.xml,
575,,Entitno-relačný diagram,strukturne_modely,,"Vyberte fakty, ktoré sú pravdivé pre entitno-relačný diagram:","entitno-relačný diagram, štruktúrny diagram, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,"znázorňuje dátové entity a vzťahy medzi nimi;umožňuje definovať v diagrame aj atribúty vzťahov;neznázorňuje vznik, modifikáciu a zánik dátových entít a ani tok spracovania údajov;graf obsahujúci ako uzly dátové entity a vzťahy, hrany reprezentujú prepojenia medzi dátovými entitami a vzťahmi;zavedený v roku 1976 (Chen);","opisuje interakciu používateľa a modelovaného systému;<correct>znázorňuje dátové entity a vzťahy medzi nimi</correct>;systém sa chápe ako množina objektov a vzťahov medzi nimi, objekty komunikujú prostredníctvom správ;<correct>umožňuje definovať v diagrame aj atribúty vzťahov</correct>;zachytáva štruktúru tried, rozhraní a spoluprác spolu s ich vzájomnými vzťahmi;opisuje čo systém robí, uvažujú sa všetky spôsoby použitia systému;<correct>neznázorňuje vznik, modifikáciu a zánik dátových entít a ani tok spracovania údajov</correct>;graf obsahujúci ako uzly dátové entity a hrany reprezentujú vzťahy medzi dátovými entitami;<correct>graf obsahujúci ako uzly dátové entity a vzťahy, hrany reprezentujú prepojenia medzi dátovými entitami a vzťahmi</correct>;<correct>zavedený v roku 1976 (Chen)</correct>;",stredne,questions/psi-op-q-032mk.xml,
576,resources/q-002ok.png,Druh modelu správania,modely_spravania,,Na obrázku je:,"UML, model správania, modelovanie",09 Modely správania,09.03 Stavový diagram,single-choice,Stavový diagram;,Diagram činností;Sekvenčný diagram;Diagram tried;<correct>Stavový diagram</correct>;Diagram prípadov použitia;,trivialne,questions/psi-op-q-032ok.xml,
577,,Postupy pri tvorbe diagramov dátových tokov,funkcionalne_modely,,Aké sú postupy pri tvorbe diagramov dátových tokov?,"funkcionálny model, diagram tokov údajov, modelovanie",07 Funkcionálne modely,07.03 Diagram tokov údajov,multi-choice,Zhora nadol → zdola nahor → zhora nadol;Zo stredu von;,Z najvyššej vrstvy na najnižšiu;Z logickej vrstvy na fyzickú;<correct>Zhora nadol → zdola nahor → zhora nadol</correct>;Interatívne a inkrementálne;<correct>Zo stredu von</correct>;,stredne,questions/psi-op-q-032pl.xml,
578,,Základ diagramu modelu údajov,strukturne_modely,,Diagram modelu údajov vychádza z:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,single-choice,entitno-relačného diagramu;,diagramu tried;objektového diagramu;diagramu údajov;diagramu prípadov použitia;<correct>entitno-relačného diagramu</correct>;diagramu aktivít;diagramu komunikácii;,lahke,questions/psi-op-q-033mk.xml,
579,resources/q-006ok.png,Druh modelu správania,modely_spravania,,Na obrázku je:,"UML, model správania, modelovanie",9 Štruktúrne modely,09.02 Diagram komunikácie,single-choice,Diagram komunikácií;,Diagram tokov údajov;Sekvenčný diagram;Diagram objektov;<correct>Diagram komunikácií</correct>;,lahke,questions/psi-op-q-033ok.xml,
580,,Ohraničenie diagramov dátových tokov,funkcionalne_modely,,Aké sú ohraničenia techniky diagramov dátových tokov?,"funkcionálny model, diagram tokov údajov, modelovanie",07 Funkcionálne modely,07.03 Diagram tokov údajov,multi-choice,Neznázorňuje riadenie;Neznázorňuje podrobnosti vzťahov medzi vstupmi a výstupmi procesu;Neznázorňuje čas a časové následnosti;,<correct>Neznázorňuje riadenie</correct>;Neznázorňuje spracovanie údajov v modelovanom systéme;Neznázorňuje procesy týkajúce sa údajov;<correct>Neznázorňuje podrobnosti vzťahov medzi vstupmi a výstupmi procesu</correct>;<correct>Neznázorňuje čas a časové následnosti</correct>;,stredne,questions/psi-op-q-033pl.xml,
581,,Metódy identifikácie dátových entít,analyza_poziadaviek,,"Metóda identifikácie dátových entít vychádzajúca z opisu správania sa systému, existujúceho funkčného modelu, údajového slovníka a scenárov sa nazýva:","analýza požiadaviek, model údajov",02 Etapy životného cyklu softvéru,02.01 Analýza,single-choice,Interview;,Brainstorming;<correct>Interview</correct>;Metóda Delphi;,lahke,questions/psi-op-q-034mk.xml,
582,,Stav v stavovom diagrame,modely_spravania,y,Stav v stavovom diagrame je:,"UML, stavový diagram, model správania, modelovanie",09 Modely správania,09.03 Stavový diagram,multi-choice,"pomenovaná situácia jedného objektu počas jeho exitencie, v ktorej spĺňa nejakú podmienku, čaká na nejakú udalosť alebo vykonáva nejakú činnosť.;množina okolností alebo atribútov, ktoré charakterizujú osobu alebo vec v danom časovom okamihu.;","<correct>pomenovaná situácia jedného objektu počas jeho exitencie, v ktorej spĺňa nejakú podmienku, čaká na nejakú udalosť alebo vykonáva nejakú činnosť.</correct>;<correct>množina okolností alebo atribútov, ktoré charakterizujú osobu alebo vec v danom časovom okamihu.</correct>;úloha, ktorú musí vykonať systém alebo človek.;",lahke,questions/psi-op-q-034ok.xml,
583,,Softvérové inžinierstvo,softverove_inzinierstvo,,Čo je to softvérové inžinierstvo?,softvérové inžinierstvo,01 Úvod do softvérového inžinierstva,01.00 [Main],single-choice,"Systematický prístup k vývoju, prevádzke, údržbe a vyradeniu softvéru;","Programovanie a návrh;Tvorba softvéru;<correct>Systematický prístup k vývoju, prevádzke, údržbe a vyradeniu softvéru</correct>;Postup manažmentu pre riadenie vývojárov na vytvorenie plnohodnotného softvéru.;",trivialne,questions/psi-op-q-034pl.xml,
584,,Reprezentácia údajov v počitači,strukturne_modely,,Pohľad na reprezentáciu údajov v počítači predstavuje:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,single-choice,Fyzický model údajov;,Konceptuálny model údajov;<correct>Fyzický model údajov</correct>;Logický model údajov;,lahke,questions/psi-op-q-035mk.xml,
585,resources/q-008ok.png,Čoje pravdivé o stavovovom diagrame,modely_spravania,y,O diagrame na obrázku môžeme povedať:,"UML, stavový diagram, model správania, modelovanie",09 Modely správania,09.03 Stavový diagram,multi-choice,"V stave State2 nie je definovaná výstupná akcia.;Akcie v stavoch State2 a State3 určujú, aká akcia sa vykoná pri vstupe do, resp. výstupe zo stavu a tiež aktivitu v stave.;","<correct>V stave State2 nie je definovaná výstupná akcia.</correct>;Nie je prípustné definovať akcie vo vnútri stavov, preto je diagram nesprávny.;Všetky stavy musia mať definované akcie vo vnútri, preto je diagram nesprávny.;Na hrane medzi stavmi State1 a State3 nie je uvedený názov akcie, ktorá sa vykonáva, uvedená je len udalosť, ktorá jej predchádza.;<correct>Akcie v stavoch State2 a State3 určujú, aká akcia sa vykoná pri vstupe do, resp. výstupe zo stavu a tiež aktivitu v stave.</correct>;",stredne,questions/psi-op-q-035ok.xml,
586,,Pohľady na softvérové inžinierstvo,softverove_inzinierstvo,,Vyberte pohľady na softvérové inžinierstvo:,softvérové inžinierstvo,01 Úvod do softvérového inžinierstva,01.00 [Main],multi-choice,technické aspekty;aspekty manažmentu;psychologické aspekty;,programové aspekty;<correct>technické aspekty</correct>;aspekty rýchlosti vývoja;<correct>aspekty manažmentu</correct>;<correct>psychologické aspekty</correct>;organizačné aspekty;,tazke,questions/psi-op-q-035pl.xml,
587,,Denormalizácia diagramu modelu údajov,strukturne_modely,,Krok denormalizácie navrhovaného modelu je dôležitý pre:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",06 Prehľad modelovania softvéru,06.00 [Main],single-choice,Zefektívnenie fyzického modelu;,Dedičnosť entít v modeli;Zapuzdrenie údajov v modeli;Zníženie redundancie údajov v modeli;Identifikáciu entít pre model údajov;<correct>Zefektívnenie fyzického modelu</correct>;,lahke,questions/psi-op-q-036mk.xml,
588,resources/q-009ok.png,Čo platí o stavovom diagrame,modely_spravania,y,O diagrame na obrázku môžeme povedať:,"UML, stavový diagram, model správania, modelovanie",09 Modely správania,09.03 Stavový diagram,multi-choice,"písmeno D na hrane preprezentuje udalosť.;na prechod zo stavu State1 do stavu State2 je nutné, aby pri výskyte udalosti A bola splnená podmienka B.;","ide o diagram aktivít s dvoma definovanými činnosťami.;diagram je nesprávny, keďže neobsahuje žiadny koncový stav, čo nie je prípustné.;písmeno D na hrane preprezentuje akciu.;<correct>písmeno D na hrane preprezentuje udalosť.</correct>;písmeno C na hrane reprezentuje udalosť vyvolanú podmienkou B.;<correct>na prechod zo stavu State1 do stavu State2 je nutné, aby pri výskyte udalosti A bola splnená podmienka B.</correct>;na prechod zo stavu State1 do stavu State2 je nutné, aby pri výskyte udalosti C bola splnená podmienka B.;",lahke,questions/psi-op-q-036ok.xml,
589,,"""Dobrý"" model údajov",strukturne_modely,y,Medzi vlastnosti „dobrého“ modelu údajov NEPATRÍ:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,dobrý model údajov musí mať maximálne 7 entít;dobrý model údajov musí byť denormalizovaný;dobrý model údajov nesmie mať prekrývajúce väzby;,<correct>dobrý model údajov musí mať maximálne 7 entít</correct>;dobrý model údajov má byť jednoduchý;dobrý model údajov musí byť neredundantný;<correct>dobrý model údajov musí byť denormalizovaný</correct>;<correct>dobrý model údajov nesmie mať prekrývajúce väzby</correct>;dobrý model údajov musí byť pružný a adaptabilný;,lahke,questions/psi-op-q-037mk.xml,
590,,Dĺžka trvania činností,modely_spravania,y,Dá sa na základe sekvenčného diagramu určiť trvanie jednotlivých činností?,"UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,single-choice,Nie. Možné to je len ak si tam sami zavedieme dodatočné merítko.;,"Áno.;Áno, ale len prvý objekt.;<correct>Nie. Možné to je len ak si tam sami zavedieme dodatočné merítko.</correct>;Nie, za žiadnych okolností.;",lahke,questions/psi-op-q-037ok.xml,
591,,Kvalita softvéru,softverove_inzinierstvo,,"Vyberte možnosti, ktorými možno opísať kvalitu softvéru:","softvérové inžinierstvo, kvalita, softvér",01 Úvod do softvérového inžinierstva,01.01 Kvalita,multi-choice,"splnenie požiadaviek;miera stupňa dokonalosti;vhodnosť k danému účelu;schopnosť produktu alebo služby plniť dané potreby;kvalita nie je definovaná ako absolútna miera, ale ako stupeň splnenia požiadaviek, resp. potrieb;","<correct>splnenie požiadaviek</correct>;<correct>miera stupňa dokonalosti</correct>;<correct>vhodnosť k danému účelu</correct>;<correct>schopnosť produktu alebo služby plniť dané potreby</correct>;<correct>kvalita nie je definovaná ako absolútna miera, ale ako stupeň splnenia požiadaviek, resp. potrieb</correct>;",lahke,questions/psi-op-q-037pl.xml,
592,,Špecifikačné diagramy tried,strukturne_modely,,Špecifikačné diagramy tried najlepšie opisuje tvrdenie:,"UML, štruktúrny diagram, diagram tried, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,single-choice,"reprezentujú triedy ako rozhrania, implementácia metód v rozhraní nie je dôležitá;","<correct>reprezentujú triedy ako rozhrania, implementácia metód v rozhraní nie je dôležitá</correct>;sú podrobné diagramy reprezentujúce triedy a ich vzťahy tak, ako budú implementované v programovacom jazyku;reprezentujú základné pojmy - triedy a ich vzťahy, nezávisia od jazyka;",lahke,questions/psi-op-q-038mk.xml,
593,,Objekty v diagrame komunikácií,modely_spravania,,Objekty v diagrame komunikácií:,"UML, diagram komunikácie, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.02 Diagram komunikácie,multi-choice,sú inštanciami tried.;môžu byť priebežne vytvorené alebo zničené.;,existujú od začiatku do konca.;musia byť vždy pomenované.;<correct>sú inštanciami tried.</correct>;<correct>môžu byť priebežne vytvorené alebo zničené.</correct>;nemôžu posielať správy sami sebe.;,stredne,questions/psi-op-q-038ok.xml,
594,,Úlohy modelu údajov,strukturne_modely,y,"Vyberte z uvedených úloh, ktoré plní model údajov:","štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,"identifikovanie údajov, ktoré systém prijíma, s ktorými pracuje a ktoré produkuje;vyjadrenie vzťahov medzi identifikovanými údajmi a ich časťami;určenie obsahu údajov;","<correct>identifikovanie údajov, ktoré systém prijíma, s ktorými pracuje a ktoré produkuje</correct>;zapuzdruje údaje;vyhodnocuje údaje, získané zo systému;<correct>vyjadrenie vzťahov medzi identifikovanými údajmi a ich časťami</correct>;<correct>určenie obsahu údajov</correct>;uchovávanie údajov;",stredne,questions/psi-op-q-039mk.xml,
595,,Rozdiely medzi sekvenčnym a komunikačnym diagramom,modely_spravania,y,Čím sa odlišuje diagram komunikácií od sekvenčného diagramu?,"UML, diagram komunikácie, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.02 Diagram komunikácie,single-choice,Diagram komunikácií sa zameriava viac na štruktúru ako na chronológiu posielania správ.;,Nie je medzi nimi žiadny rozdiel.;Sekvenčný diagram patrí medzi funkcionálne modely.;<correct>Diagram komunikácií sa zameriava viac na štruktúru ako na chronológiu posielania správ.</correct>;Sekvenčný diagram sa zameriava viac na štruktúru ako na chronológiu posielania správ.;,lahke,questions/psi-op-q-039ok.xml,
596,resources/q-003ok.png,Interakcie v sekvenčnom diagrame,modely_spravania,,Sekvenčný diagram na obrázku:,"UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,multi-choice,"volanie findDragon() je synchrónnym volaním.;správa die(), ktorú vysiela objekt d, spôsobuje zánik objektu k.;","<correct>volanie findDragon() je synchrónnym volaním.</correct>;zachytáva životný cyklus entít od vytvorenia po deštrukciu.;volanie react(k) je synchrónnym volaním.;<correct>správa die(), ktorú vysiela objekt d, spôsobuje zánik objektu k.</correct>;Objekt triedy King sa do interakcií nezapája.;",lahke,questions/psi-op-q-040ok.xml,
597,,Softvérový produkt,softverove_inzinierstvo,,Softvérový produkt je:,"softvérové inžinierstvo, softvér",01 Úvod do softvérového inžinierstva,01.00 [Main],single-choice,"Zbierka počítačových programov, procedúr, pravidiel a s nimi spojenou dokumentáciou a údajmi.;","Programy dodané zákazníkovi podľa zmluvy.;<correct>Zbierka počítačových programov, procedúr, pravidiel a s nimi spojenou dokumentáciou a údajmi.</correct>;Riešenie vytvorené v softvérovej spoločnosti za účelom priameho alebo nepriameho zisku pre vlastné použitie alebo použitie inou spoločnosťou.;Zbierka programov, údajov a programovej dokumentácie.;",lahke,questions/psi-op-q-040pl.xml,
598,,Typy modelov údajov,strukturne_modely,y,Vyberte základné typy modelov údajov:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,Logický model údajov;Fyzický model údajov;Konceptuálny model údajov;,Diagram tried;Entitno-relačný diagram;<correct>Logický model údajov</correct>;<correct>Fyzický model údajov</correct>;Návrhový model údajov;<correct>Konceptuálny model údajov</correct>;Referenčný model údajov;,stredne,questions/psi-op-q-041mk.xml,
599,,Typy softvérových výrobkov,softverove_inzinierstvo,y,Aké základné typy softvérových výrobkov rozpoznávame?,"softvérové inžinierstvo, softvér",01 Úvod do softvérového inžinierstva,01.00 [Main],multi-choice,zákaznícky;generický;,vypočtový;<correct>zákaznícky</correct>;účelový;všeobecný;<correct>generický</correct>;,lahke,questions/psi-op-q-041pl.xml,
600,,Prototypovanie,metody_tvorby_softveru,,"Vyber tvrdenia, ktoré sú pravdivé:","metóda vývoja softvéru, prototyp",05 Metódy tvorby softvéru,05.00 [Main],multi-choice,"Poznáme dva druhy prototypov - prototyp na zahodenie a prieskumný prototyp.;Nejasné požiadavky, ktoré sú kritické vzhľadom na návrh, prototypujeme prototypom na zahodenie.;Prototypovanie vo vývoji softvéru slúži na zníženie rizík tvorby najmä s ohľadom na nejasnú špecifikáciu požiadaviek.;","Prototypujeme neznáme požiadavky, aby sme zistili, čo v špecifikácii chýba.;<correct>Poznáme dva druhy prototypov - prototyp na zahodenie a prieskumný prototyp.</correct>;Prototypovanie sa používa najmä pri vodopádovom vývoji softvéru.;<correct>Nejasné požiadavky, ktoré sú kritické vzhľadom na návrh, prototypujeme prototypom na zahodenie.</correct>;Pri prieskunom prototype sa prototypujú nejasné požiadavky, ktoré sú kritické vzhľadom na návrh.;<correct>Prototypovanie vo vývoji softvéru slúži na zníženie rizík tvorby najmä s ohľadom na nejasnú špecifikáciu požiadaviek.</correct>;",lahke,questions/psi-op-q-042ok.xml,
601,,Nepravdivé tvrdenia opisújúce atribút,strukturne_modely,,Vyberte NEPRAVDIVÉ tvrdenia opisujúce atribút:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,Inštancie nemajú atribúty.;Inštancie sa odlišujú názvom atribútov.;Entity sa odlišujú iba menom a primárnym kľúčom.;,Atribút je pomenovaná vlastnosť entity.;<correct>Inštancie nemajú atribúty.</correct>;Inštancie sa odlišujú hodnotami atribútov.;<correct>Inštancie sa odlišujú názvom atribútov.</correct>;Entity sa odlišujú menom a zoznamom atribútov.;<correct>Entity sa odlišujú iba menom a primárnym kľúčom.</correct>;Atribút opisuje čo treba vedieť o entite.;,lahke,questions/psi-op-q-043mk.xml,
602,,Metódy získavania informácií,analyza_poziadaviek,,Čo z nasledujúceho nie je jednou z metód na získavanie informácií?,analýza požiadaviek,02 Etapy životného cyklu softvéru,02.01 Analýza,single-choice,Evolučné modelovanie procesov;,Interview;Priama účasť pracovníkov dodávateľa na prácach u zákazníka;Štúdium dokumentov;Rozposielanie dotazníkov;Spoločný vývoj požiadaviek;<correct>Evolučné modelovanie procesov</correct>;Pozorovanie prác u zákazníka;Analýza existujúceho softvérového systému;,lahke,questions/psi-op-q-043ok.xml,
603,,Vlastnosti softvéru,softverove_inzinierstvo,y,Označte vlastnosti softvéru:,"softvérové inžinierstvo, softvér, vlastnosť softvéru",01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,multi-choice,pružnosť;udržovateľnosť;správnosť;spoľahlivosť;,generickosť;<correct>pružnosť</correct>;obmienateľnosť;<correct>udržovateľnosť</correct>;<correct>správnosť</correct>;rýchlosť;<correct>spoľahlivosť</correct>;nákladovosť;,lahke,questions/psi-op-q-043pl.xml,
604,,Štúdium dokumentov,analyza_poziadaviek,,Vyber pravdivé tvrdenia o získavaní informácií prostredníctvom štúdia dokumentov:,analýza požiadaviek,02 Etapy životného cyklu softvéru,02.01 Analýza,multi-choice,"Pri tomto spôsobe existuje nebezpečenstvo zastaraných a neúplných dokumentov.;Ide o dokumenty, ktoré používa zákazník.;","Je to najčastejšie používaná technika na získavanie informácií.;Ide o dokumenty, ktoré boli vytvorené pri inicializácii projektu.;Štúdiom dokumentom získavame verbálne informácie.;Respondenti vyplnia dotazník, tkorý je následne predmetom štúdia.;Zvyčajne ho vedie moderátor.;<correct>Pri tomto spôsobe existuje nebezpečenstvo zastaraných a neúplných dokumentov.</correct>;Používateľovi sa zadáva otázka, ako by riešil danú úlohu. Riešenie je následne predmetom štúdia.;<correct>Ide o dokumenty, ktoré používa zákazník.</correct>;",stredne,questions/psi-op-q-044ok.xml,
605,,Vlastnosti softvéru,softverove_inzinierstvo,y,Označte vlastnosti softvéru:,"softvérové inžinierstvo, softvér, vlastnosť softvéru",01 Úvod do softvérového inžinierstva,01.02 Vlastnosti softvéru,multi-choice,bezpečnosť;prenosnosť;použiteľnosť;interoperabilita;,<correct>bezpečnosť</correct>;užitočnosť;<correct>prenosnosť</correct>;<correct>použiteľnosť</correct>;<correct>interoperabilita</correct>;,stredne,questions/psi-op-q-044pl.xml,
606,,Diagramy modelu údajov,strukturne_modely,y,Vyberte diagramy používané pre model údajov:,"štruktúrny diagram, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,Entitno-Relačný diagram;Diagram tried;Diagram modelu údajov;,<correct>Entitno-Relačný diagram</correct>;Diagram objektov;Diagram súčiastok;<correct>Diagram tried</correct>;Diagram rozmiestnnia;<correct>Diagram modelu údajov</correct>;,lahke,questions/psi-op-q-045mk.xml,
607,,Definovanie dátových entít,strukturne_modely,y,Pri definovaní dátových entít sa pre každú entitu skúma:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,identita entity;na čo slúži (účel) pomocou vytvorenia definície entity;čo entitu bližšie charakterizuje (atribúty);,<correct>identita entity</correct>;<correct>na čo slúži (účel) pomocou vytvorenia definície entity</correct>;vzťahy k iným entitám;<correct>čo entitu bližšie charakterizuje (atribúty)</correct>;kardinalita vzťahov;údajové typy atribútov;,stredne,questions/psi-op-q-047mk.xml,
608,,Neviditelňosť pri vývoji softvéru,softverove_inzinierstvo,y,Pod neviditeľnosťou ako problém vývoja softvéru chápeme:,"softvérové inžinierstvo, softvér, problém s tvorbou softvéru",01 Úvod do softvérového inžinierstva,01.03 Problémy tvorby softvéru,single-choice,"Neexistuje akceptovateľný spôsob reprezentácie softvérového výrobku tak, aby sa pokryli všetky aspekty;","Softvér sa nedá uchopiť;Softvérový výrobok nie je možné vidieť inak ako na obrazovke a to sťažuje komunikáciu vývojárom;<correct>Neexistuje akceptovateľný spôsob reprezentácie softvérového výrobku tak, aby sa pokryli všetky aspekty</correct>;Manažéri si softvérový produkt nevedia predstaviť tak ako vývojári a teda im nevedia povedať presne čo požadujú;Je zložité vysvetliť podstatu softvéru nezainteresovaným osobám, pretože nevidia do hĺbky daného produktu;",lahke,questions/psi-op-q-047pl.xml,
609,,Identifikácia dátových entít,strukturne_modely,y,"Pre problémovú oblasť evidencie predaja hodín v hodinárstve, identifikujte z uvedených najvhodnejšie dátové entity:","štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,Hodiny;Typ hodín;,<correct>Hodiny</correct>;Nastenné hodiny big;Čas;Minúta;<correct>Typ hodín</correct>;Typ chyby;Digitálne hodiny;,lahke,questions/psi-op-q-048mk.xml,
610,,Špecifikácia požiadaviek,analyza_poziadaviek,,Vyber pravdivé tvrdenia:,"analýza požiadaviek, špecifikácia",02 Etapy životného cyklu softvéru,02.01 Analýza,multi-choice,"Dôležitá vlastnosť požiadaviek je ich merateľnosť.;Stav požiadavky sa od jej prijatia priebežne mení podľa toho, čo sa s ňou deje.;Aj vývojár môže prísť s požiadavkami.;Definícia požiadaviek obsahuje opis požiadaviek a ohraničení pre zákazníka. Tento opis je neformálny a abstraktný.;","<correct>Dôležitá vlastnosť požiadaviek je ich merateľnosť.</correct>;Špecifikácia požiadaviek je neformálny a abstratkný súhrn požiadaviek, ktorý slúži ako podklad pre zmluvu.;S návrhom začíname už v rámci špecifikácie požiadaviek.;Jediným zdrojom požiadaviek je používateľ.;<correct>Stav požiadavky sa od jej prijatia priebežne mení podľa toho, čo sa s ňou deje.</correct>;Každá požiadavka má jediné možné riešenie.;<correct>Aj vývojár môže prísť s požiadavkami.</correct>;<correct>Definícia požiadaviek obsahuje opis požiadaviek a ohraničení pre zákazníka. Tento opis je neformálny a abstraktný.</correct>;",stredne,questions/psi-op-q-048ok.xml,
611,,Vnútorné problémy vývoja softvéru,softverove_inzinierstvo,,Označte podstatné vnútorné problémy vývoja softvéru:,"softvérové inžinierstvo, softvér, problém s tvorbou softvéru",01 Úvod do softvérového inžinierstva,01.03 Problémy tvorby softvéru,multi-choice,zložitosť;prispôsobivosť;nestálosť;,<correct>zložitosť</correct>;málo ľudských zdrojov;<correct>prispôsobivosť</correct>;<correct>nestálosť</correct>;finančná náročnosť;viditeľnosť;,lahke,questions/psi-op-q-048pl.xml,
612,,Identifikácia atribútov entity,strukturne_modely,y,"Pre problémovú oblasť evidencie reklamácií v predajni svietidiel jedného živnostníka, identifikujte z uvedených najvhodnejšie atribúty entity Reklamácia:","štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,Meno zákazníka;Produkt;Telefónny kontakt zákazníka;Opis chyby;,<correct>Meno zákazníka</correct>;Zodpovedný zamestnanec;Lampa;<correct>Produkt</correct>;Telefónny kontakt predajcu;<correct>Telefónny kontakt zákazníka</correct>;<correct>Opis chyby</correct>;Rodné číslo zákazníka;,lahke,questions/psi-op-q-049mk.xml,
613,,Činnosti pri špecifikácii požiadaviek,analyza_poziadaviek,,"Vyber, čo platí o činnostiach pri definovaní a špecifikácii požiadaviek:","analýza požiadaviek, tvorba dokumentácie, špecifikácia",02 Etapy životného cyklu softvéru,02.01 Analýza,multi-choice,"Špecifikácia požiadaviek sa sústreďuje na softvér a nie na proces jeho tvorby.;Definovanie požiadaviek je transformácia informácií z analýzy požiadaviek do dokumentu, ktorý je určený pre používateľa / zákazníka;Štúdia vhodnosti je rýchla a lacná analýza, ktorá skúma či je reálne vytvoriť systém s danými zdrojmi.;","Štúdia vhodnosti je rýchla a lacná analýza, ktorá skúma súčasný stav.;Poradie činností je nasledovné: štúdia vhodnosti, definovanie požiadaviek, analýza požiadaviek a špecifikácia požiadaviek.;<correct>Špecifikácia požiadaviek sa sústreďuje na softvér a nie na proces jeho tvorby.</correct>;<correct>Definovanie požiadaviek je transformácia informácií z analýzy požiadaviek do dokumentu, ktorý je určený pre používateľa / zákazníka</correct>;Analýza požiadaviek skúma súčasný stav. Ak neexistuje žiadny súčasný systém, táto fáza sa vynecháva.;Štúdia vhodnosti je súčasťou analýzy požiadaviek.;<correct>Štúdia vhodnosti je rýchla a lacná analýza, ktorá skúma či je reálne vytvoriť systém s danými zdrojmi.</correct>;",stredne,questions/psi-op-q-049ok.xml,
