ID Otazka,ID odpoved,ID_Sypanie,Do nultej verzie,Vybrať (Y),Kategoria (vybrat jedno z dodaneho zoznamu),"Nazov (odstranit cisla, skonzistentnit a spresnit)",Koncepty,Obtiaznost (impossible/tazke/stredne/lahke/trivialne),Otazka,Image url,Odpoved,Priemer,Poznamka pre studentov,Komentar pre nas (studentom sa nezobrazi),Hodnotenie expert ML,Hodnotenie expert JS,Rozdiel,Komentar ML,Komentar JS
1072799647,1359,1028,y,Y,diagram,Určovanie typu diagramu,"UML,diagram časovania,model správania",tazke,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-2.png,"activity diagram, patri",0.1,,,0,0.2,0.2,,
1072799647,1361,1029,y,Y,diagram,Určovanie typu diagramu,"UML,diagram časovania,model správania",tazke,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-2.png,"diagram casovania, patri medzi UML",1,,,1,1,0,,
1072799647,1364,1030,,Y,diagram,Určovanie typu diagramu,modelovanie,tazke,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-2.png,nie nepatri jedna sa o diagram zavislosti casu od jednotlivych cyklickych faz vyvoja systemu/softveru,0,,,0,0,0,,
1072799648,1387,1031,y,Y,modely_spravania,Vysvetlenie vzťahu include v diagrame prípadov použitia,"UML,diagram prípadov použitia,model správania",lahke,"Ak je v diagrame prípadov použitia prípad použitia A s prípadom použitia B vo vzťahu ""A include B"" znamená to že",,"Znamená to že prípad použitia A obsahuje prípad použitia B. Tzn., že prípad B nemôže existovať bez toho aby existoval prípad A.. B je dcérsky prípad.",0.95,,,0.9,1,0.1,,
1072799648,1388,1032,y,Y,modely_spravania,Vysvetlenie vzťahu include v diagrame prípadov použitia,"UML,diagram prípadov použitia,model správania",lahke,"Ak je v diagrame prípadov použitia prípad použitia A s prípadom použitia B vo vzťahu ""A include B"" znamená to že",,"znamena to, ze cielovy pripad obsahuje vlastnosti zdrojoveho pripadu pouzitia",0.1,,,0.2,0,0.2,,
1072799649,1401,1033,y,Y,modelovanie_softveru,Problémy s tvorbou softvéru z hľadiska veľkosti súčiastok,"problém s tvorbou softvéru,súdržnosť,softvérový projekt",stredne,"Ak je v súčte lacnejšie vytvorenie softvéru po menších súčiastkach (oproti vývoju monolitu), prečo nemôžeme donekonečna znižovať veľkosť súčiastok?",,pretoze suciastky su medzi sebou konzistetne a su ako celok. Prislo by k znizovaniu sudrznosti,0.2,,,0.2,0.2,0,,
1072799649,1402,1034,y,Y,modelovanie_softveru,Problémy s tvorbou softvéru z hľadiska veľkosti súčiastok,"problém s tvorbou softvéru,softvérový projekt",stredne,"Ak je v súčte lacnejšie vytvorenie softvéru po menších súčiastkach (oproti vývoju monolitu), prečo nemôžeme donekonečna znižovať veľkosť súčiastok?",,"pretoze by bol problem so sudrznostou. Museli by sme medzi suciastkami ""posielat"" aj riadiace premenne, teda by sme zbytocne zvysovali velkost a pocet argumentov.",0.8,,,0.8,0.8,0,,
1072799649,1403,1035,,Y,modelovanie_softveru,Problémy s tvorbou softvéru z hľadiska veľkosti súčiastok,"problém s tvorbou softvéru,súdržnosť,softvérový projekt",stredne,"Ak je v súčte lacnejšie vytvorenie softvéru po menších súčiastkach (oproti vývoju monolitu), prečo nemôžeme donekonečna znižovať veľkosť súčiastok?",,nízka súdržnosť,0.25,,,0.3,0.2,0.1,,
1072799650,1421,1036,,Y,modelovanie_softveru,Technika riešenia problémov spojených so zložitosťou,"dekompozícia,problém s tvorbou softvéru",lahke,Aká je základná technika pri riešení problémov spojených so zložitosťou?,,dekompozicia (rozlozenie problemu na mensie jednoduchsie casti),1,,,1,1,0,,
1072799651,1425,1037,y,Y,softverove_inzinierstvo,Architektonické štýly v softvérovom inžinierstve,architektúra softvérových systémov,stredne,Aké architektonické štýly v softvérovom inžinierstve poznáme? (uveďte aspoň 2),,"iterativny, inkrementalny",0,,,0,0,0,,
1072799651,1430,1038,y,Y,softverove_inzinierstvo,Architektonické štýly v softvérovom inžinierstve,architektúra softvérových systémov,stredne,Aké architektonické štýly v softvérovom inžinierstve poznáme? (uveďte aspoň 2),,klient-server,0.5,,,0.5,0.5,0,,
1072799651,1432,1039,,Y,softverove_inzinierstvo,Architektonické štýly v softvérovom inžinierstve,"architektúra softvérových systémov,objektovo orientovaná tvorba softvéru,funkcionálne-orientovaný prístup",stredne,Aké architektonické štýly v softvérovom inžinierstve poznáme? (uveďte aspoň 2),,"funkcionálny, objektovo orientovaný, procedurálny",0,,,0,0,0,,
1072799652,1454,1040,,Y,testovanie,Ciele testovania softvéru,testovanie,lahke,Aké ciele má testovanie softvéru? Uveďte aspoň dva.,,overenie spravnej funkcnosti softveru overenie vyhoveniu poziadaviek overenie ci softvrer splna dane kriteria,0.8,,,1,0.6,0.4,Podla mna staci,
1072799653,1463,1041,,Y,etapy_vyvoja_softveru,Činnosti počas čivotného cyklu softvéru,"životný cyklus softvéru,údržba softvéru",trivialne,Aké činnosti sa vykonávajú počas životného cyklu softvéru?,,"udrzba, analyza chyb, opravovanie chyb, updatovanie",0.35,,,0.2,0.5,0.3,Vynechal dolezite fazy,
1072799653,1466,1042,,Y,etapy_vyvoja_softveru,Činnosti počas čivotného cyklu softvéru,"životný cyklus softvéru,údržba softvéru,implementácia,analýza požiadaviek",trivialne,Aké činnosti sa vykonávajú počas životného cyklu softvéru?,,"analyza,navrh,implementacia,udrzba,vyradenie",0.95,,,1,0.9,0.1,,
1072799654,1493,1043,y,Y,modely_spravania,Typy entít v diagrame prípadov použitia,"UML,diagram prípadov použitia,model správania",lahke,Aké entity (uzly grafu) obsahuje diagram prípadov použitia?,,"use case diagram opisuje proces zo strany pouzivatelov, opisuje vsetky mozne pripady, ktore mozu nastat pri behu systemu, medzi entity patria tasky, cize ulohy ktore pouzivatel vykonava, vetvenie, zaciatok a koniec procesu",0.1,,,0,0.2,0.2,,
1072799655,1497,1044,,Y,manazment_projektu,Porovnanie nákladov vývoja a údržby softvérového systému,"životný cyklus softvéru,údržba softvéru,softvérový projekt",lahke,"Aké je približné percentuálne rozloženie nákladov, ktoré sa vynaložia na vývoj a na údržbu softvérového systému? (100 % je vývoj a údržba spolu)",,komunikacia medzi kolegami 40% programovanie 12% navrh 13% udrzba 12% dalsi vyvoj 23%,0,,,0,0,0,,
1072799655,1498,1045,,Y,manazment_projektu,Porovnanie nákladov vývoja a údržby softvérového systému,"životný cyklus softvéru,údržba softvéru,softvérový projekt",lahke,"Aké je približné percentuálne rozloženie nákladov, ktoré sa vynaložia na vývoj a na údržbu softvérového systému? (100 % je vývoj a údržba spolu)",,"30-40% na vyvoj, 60-70% na udrzbu, naklady na udrzbu maju zvysujucu tendenciu",0.95,,,1,0.9,0.1,,
1072799655,1499,1046,,Y,manazment_projektu,Porovnanie nákladov vývoja a údržby softvérového systému,"životný cyklus softvéru,údržba softvéru,softvérový projekt",lahke,"Aké je približné percentuálne rozloženie nákladov, ktoré sa vynaložia na vývoj a na údržbu softvérového systému? (100 % je vývoj a údržba spolu)",,"Cim je softver uspesnejsi, tym je percento na udrzbu vyssie. 30% vyvoj 70% udrzba",0.95,,,1,0.9,0.1,,
1072799656,1512,1047,,Y,implementacia,Paradigmy programovania,implementácia,trivialne,Aké paradigmy programovania poznáte? (uveďte aspoň tri),,logicke programovanie proceduralne programovanie objektovo orientovane programovanie funkcionalne programovanie ...,1,,,1,1,0,,
1072799656,1514,1048,,Y,implementacia,Paradigmy programovania,implementácia,trivialne,Aké paradigmy programovania poznáte? (uveďte aspoň tri),,"aplikatívne (funkcionálne) programovanie, automatické programovanie, sekvenčné programovanie, objektovo-orientované programovanie",1,,,1,1,0,,
1072799657,1532,1049,,Y,etapy_vyvoja_softveru,Roly v procese vývoja softvéru,"analýza požiadaviek,implementácia,návrh softvéru,životný cyklus softvéru,testovanie,softvér",lahke,Aké roly v procese vývoja softvéru poznáme?,,"analyza, specifikacia poziadaviek, vyvoj, testovanie, implementovanie, udrzba,",0,,,0,0,0,,
1072799657,1534,1050,,Y,etapy_vyvoja_softveru,Roly v procese vývoja softvéru,"návrh softvéru,softvér",lahke,Aké roly v procese vývoja softvéru poznáme?,,"analitik, dizajner, programamtor, tester",1,,,1,1,0,,
1072799658,1542,1051,,Y,diagram,Určovanie typu diagramu,diagram tokov údajov,tazke,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-3.png,"diagram toku udajov, nepatri do UML",1,,,1,1,0,,
1072799658,1548,1052,,Y,diagram,Určovanie typu diagramu,"UML,diagram tokov údajov",tazke,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-3.png,"Data flow diagram Ano, patri do UML.",0.6,,,0.5,0.7,0.2,,
1072799658,1552,1053,,Y,diagram,Určovanie typu diagramu,"UML,diagram komunikácie",tazke,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-3.png,diagram komunikacie. ano,0,,,0,0,0,,
1072799659,1581,1054,,Y,etapy_vyvoja_softveru,Vlastnosti štúdie vhodnosti,štúdia vhodnosti,lahke,Aké sú najdôležitejšie vlastnosti štúdie vhodnosti?,,Musi byt rychla a lacna,1,,,1,1,0,,
1072799660,1592,1055,,Y,navrh,Vlastnosti dobrého návrhu,"návrh softvéru,testovanie",stredne,Aké sú základné vlastnosti dobrého návrhu?,,"- musi obsahovat aspon jeden druh testovania, modely udajov, musia byt identifikovane vsetky zakladne procesy, - navrh musi byt prenosny - z navrhu musi byt jasne o aky system",0.1,,,0.1,0.1,0,,
1072799660,1593,1056,,Y,navrh,Vlastnosti dobrého návrhu,"návrh softvéru,abstrakcia",stredne,Aké sú základné vlastnosti dobrého návrhu?,,"uplny, nie prilis detailny (dodrzuje sa vrstva abstrakcie navrhu),",0.275,,,0.2,0.35,0.15,,
1072799660,1597,1057,,Y,navrh,Vlastnosti dobrého návrhu,návrh softvéru,stredne,Aké sú základné vlastnosti dobrého návrhu?,,"-prehladnost -redundantnost - (redundancia) -vystiznost -nazornost -mal by byt dobre analyticky spracovany -urcita odbornost (vyzadovana) -jednoduchost (nemal by byt zbytocne zlozity a poprepletany, ale musi obsahovat vsedky podstaty) -jednotnost -spravna",0.3,,,0.4,0.2,0.2,,
1072799660,1599,1058,,Y,navrh,Vlastnosti dobrého návrhu,"návrh softvéru,súdržnosť",stredne,Aké sú základné vlastnosti dobrého návrhu?,,Vona (mala) zviazanost komponentov a vysoka sudrznost v rammci komponentu.,0.95,,,1,0.9,0.1,,
1072799661,1613,1059,,Y,modely_spravania,Základné časti modelu prípadov použitia,"UML,diagram prípadov použitia,model správania",stredne,Aké tri základné časti obsahuje model prípadov použitia?,,"Vztahy, hracov(akterov) a akcie.",0.1,,,0.2,0,0.2,,
1072799661,1617,1060,,Y,modely_spravania,Základné časti modelu prípadov použitia,"UML,diagram prípadov použitia,model správania",stredne,Aké tri základné časti obsahuje model prípadov použitia?,,"diagram pripadov pouzitia, opis pripadov pouzitia = hlavne a alternativne toky,",0.65,,,0.6,0.7,0.1,,
1072799662,1628,1061,,Y,modelovanie_softveru,Typy metód vývoja softvéru,"modelovanie,dátovo-orientovaná metóda,funkcionálne-orientovaný prístup,objektovo orientovaná tvorba softvéru",lahke,"Aké typy metód vývoja softvéru poznáme? (z pohľadu toho, na čo sa kladie pri vývoji počnúc modelovaním dôraz)",,funkcionalne orientovane datovo orientovane objektovo orientovane,1,,,1,1,0,,
1072799662,1631,1062,,Y,modelovanie_softveru,Typy metód vývoja softvéru,"modelovanie,dátovo-orientovaná metóda,funkcionálne-orientovaný prístup,objektovo orientovaná tvorba softvéru",lahke,"Aké typy metód vývoja softvéru poznáme? (z pohľadu toho, na čo sa kladie pri vývoji počnúc modelovaním dôraz)",,1. funkcionalne orientovane - kladie sa doraz na sluzby systemu 2. datovo orientovane - kladie sa doraz na zakladne struktury udajov 3. objektovo orientovane - system ako mnozina objektov (objekty maju aj data aj funkcie),1,,,1,1,0,,
1072799663,1638,1063,,Y,softverove_inzinierstvo,Typy softvérových výrobkov,softvér,lahke,Aké typy softvérových výrobkov (podľa pôvodcu špecifikácie) poznáme?,,genericke softvery COTS - commercial of the shell MOTS - modified of the shell zakaznicke softvery > na zaklade poziadaviek zakaznika,1,,,1,1,0,,
1072799664,1650,1064,,Y,diagram,Typy uzlov v diagrame tokov údajov,diagram tokov údajov,tazke,Aké typy uzlov môže obsahovať diagram tokov údajov?,,"hracov, cinnosti",0,,,0,0,0,,
1072799664,1652,1065,,Y,diagram,Typy uzlov v diagrame tokov údajov,diagram tokov údajov,tazke,Aké typy uzlov môže obsahovať diagram tokov údajov?,,externa entita ulozisko udajov proces,1,,,1,1,0,,
1072799665,1672,1066,,Y,modely_spravania,Typy uzlov v diagrame tokov údajov,"UML,diagram prípadov použitia,model správania",lahke,Aké typy vzťahov (rôzne spôsoby zakreslenia hrán v grafe) používame v diagrame prípadov použitia?,,asociácia generalizácia závislosť - delí sa na include a exclude,0.8,,,0.8,0.8,0,,
1072799666,1677,1067,y,Y,model správania,UML diagramy určené na modelovanie interakcie,"UML,model správania,diagram komunikácie,sekvenčný diagram",trivialne,Aké UML diagramy na modelovanie interakcie poznáme? Uveďte aspoň dva.,,komunikacny diagram sekvencny diagram,1,,,1,1,0,,
1072799666,1681,1068,y,Y,model správania,UML diagramy určené na modelovanie interakcie,"UML,model správania,diagram prípadov použitia,sekvenčný diagram",trivialne,Aké UML diagramy na modelovanie interakcie poznáme? Uveďte aspoň dva.,,"sekvencny diagram, diagram pripadov pouzitia",0.5,,,0.5,0.5,0,,
1072799666,1684,1069,y,Y,model správania,UML diagramy určené na modelovanie interakcie,"UML,model správania,diagram prípadov použitia,diagram tokov údajov",trivialne,Aké UML diagramy na modelovanie interakcie poznáme? Uveďte aspoň dva.,,usecase diagram dataflow diagram,0,,,0,0,0,,
1072799666,1686,1070,,Y,model správania,UML diagramy určené na modelovanie interakcie,"UML,model správania,diagram časovania,diagram komunikácie,sekvenčný diagram",trivialne,Aké UML diagramy na modelovanie interakcie poznáme? Uveďte aspoň dva.,,sekvencny diagram diagram komunikacie diagram casovania,1,,,1,1,0,,
1072799667,1700,1071,,Y,implementacia,Hľadiská výberu programovacieho jazyka pre projekt,"implementácia,softvérový projekt",trivialne,Aké základné otázky si kladie manažér pri výbere programovacieho jazyka pre projekt?,,"sposob organizacie projektu - proceduralny alebo objektovo orientovany, zalezi taktiez na multiplatformovosti, ci je schopny bezat na inych platformach. Jednoducha rozsiritelnost. Pocet kvalifikovanych ludi. Existujuce kniznice a moznost znovuopuzitia.",0.95,,,1,0.9,0.1,,
1072799667,1703,1072,,Y,implementacia,Hľadiská výberu programovacieho jazyka pre projekt,"implementácia,softvérový projekt",trivialne,Aké základné otázky si kladie manažér pri výbere programovacieho jazyka pre projekt?,,"- skusenost programatorv s programom, cena vyvojoveho prostredia, vhodnost pouzitia jazyka pre danu aplikaciu, pouzitelnost uz vytvorenych kniznic pre aplikaciu, moznost strategickeho pokracovania v tvorbe aplikacii danym jazkykom, pouzitelnost v pre dane",0.95,,,1,0.9,0.1,,
1072799668,1709,1073,,Y,diagram,Vizuálne zobrazenie asociácie medzi entitami v UML,"UML,modelovanie",trivialne,Ako v UML kreslíme asociáciu medzi entitami?,,"obycajna ciara (neprerusovana, bez sipky na konci)",1,,,1,1,0,,
1072799668,1711,1074,,Y,diagram,Vizuálne zobrazenie asociácie medzi entitami v UML,"UML,modelovanie",trivialne,Ako v UML kreslíme asociáciu medzi entitami?,,"Plna ciara bez sipiek, ktorou spojime asociovane entity.",1,,,1,1,0,,
1072799668,1716,1075,,Y,diagram,Vizuálne zobrazenie asociácie medzi entitami v UML,"UML,modelovanie",trivialne,Ako v UML kreslíme asociáciu medzi entitami?,,prerusovanou ciarou,0,,,0,0,0,,
1072799669,1724,1076,,Y,diagram,Určovanie typu diagramu,"UML,model správania,diagram komunikácie",stredne,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-4.png,"Diagram komunikacie. Nie, nepatri do UML.",0.65,,,0.6,0.7,0.1,,
1072799669,1727,1077,,Y,diagram,Určovanie typu diagramu,"UML,model správania,diagram komunikácie",stredne,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-4.png,Diagram komunikacie - komunikacny ano patri do UML,1,,,1,1,0,,
1072799669,1730,1078,,Y,diagram,Určovanie typu diagramu,"UML,model správania",stredne,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-4.png,"collaborations diagram/diagram spoluprace ano, patri do UML.",1,,,1,1,0,,
1072799669,1732,1079,,Y,diagram,Určovanie typu diagramu,"UML,model správania,diagram komunikácie",stredne,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-4.png,"v UML 1.x to bol diagram spoluprace, v UML 2.0 je to diagram komunikacii. Ano patri",1,,,1,1,0,,
1072799670,1747,1080,,Y,diagram,Zobrazenie podmienok v UML,"UML,modelovanie",trivialne,Ako v UML označujeme podmienku? Napíšte príklad.,,podmianka sa uvadza v hranatych zatvorkach [] napr [pocet studentov = 10] alebo [c == '<'],1,,,1,1,0,,
1072799670,1753,1081,,Y,diagram,Zobrazenie podmienok v UML,"UML,modelovanie",trivialne,Ako v UML označujeme podmienku? Napíšte príklad.,,v hranatych zatvorkach [je registrovaný],1,,,1,1,0,,
1072799671,1769,1082,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,softvér,stredne,Ako zmierniť problém s nestálosťou vo vývoji softvéru?,,"Skusit si vopred definovat nejaky model podla, ktoreho budeme pracovat. npr. zacat s analyzou sw, navh",0.15,,,0.1,0.2,0.1,,
1072799671,1772,1083,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,"softvér,softvérový projekt,problém s tvorbou softvéru,návrh softvéru",stredne,Ako zmierniť problém s nestálosťou vo vývoji softvéru?,,Predpokladat mozne odchylky od pozadovaneho stavu a vopred sa na ne pripravit. teda zapracovat moznost ich vyskytu do systemu,0.75,,,0.7,0.8,0.1,,
1072799672,1783,1084,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,"softvér,softvérový projekt,problém s tvorbou softvéru,návrh softvéru",stredne,Ako zmierniť problém s prispôsobivosťou vo vývoji softvéru?,,"pouzivat technologie, ktore nie su platformove zavisle. Dalej, aby neboli zavisle od jedneho vyrobcu a mohol hrozit zanik projektu, v ktorom je softver naprogramovany.",0.1,,,0.2,0,0.2,,
1072799672,1785,1085,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,"softvér,softvérový projekt,problém s tvorbou softvéru,návrh softvéru",stredne,Ako zmierniť problém s prispôsobivosťou vo vývoji softvéru?,,"navrh flexibilneho systemu, volna viazanost",0.95,,,0.9,1,0.1,,
1072799673,1799,1086,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,"softvér,softvérový projekt,problém s tvorbou softvéru,návrh softvéru",stredne,Ako zmierniť problém zložitosti vo vývoji softvéru?,,"Rozanalyzovanim problemov na podproblemy, ktore je mozne jednoduchsie vyriesit samostatne a potom ich vysledky(riesenia) zlucit(syntetizovat) dokopy.",1,,,1,1,0,,
1072799673,1801,1087,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,"softvér,softvérový projekt,problém s tvorbou softvéru,návrh softvéru",stredne,Ako zmierniť problém zložitosti vo vývoji softvéru?,,"zmiernit ten problem mozeme pouzitim modelu vyvoja softveru, inkrementalny model, vodopadovy model,...",0.15,,,0.1,0.2,0.1,,
1072799673,1803,1088,,Y,manazment_projektu,Problémy s tvorbou softvéru z hľadiska nestálosti,"softvér,softvérový projekt,problém s tvorbou softvéru,návrh softvéru",stredne,Ako zmierniť problém zložitosti vo vývoji softvéru?,,"dany problem treba rozdelit na mensie - menej zlozite podproblemy, ktore sa lahsie riesia",1,,,1,1,0,,
1072799674,1812,1089,,Y,etapy_vyvoja_softveru,Úvodná činnosť vo vývoji softvéru,"analýza požiadaviek,životný cyklus softvéru,špecifikácia",trivialne,Akou činnosťou začína vývoj softvéru?,,"zacina specifikaciou poziadaviek, cize preklad formalnej ""reci"" zakaznika do presne definovanych a strukturovanych poziadaviek na system.",1,,,1,1,0,,
1072799674,1815,1090,,Y,etapy_vyvoja_softveru,Úvodná činnosť vo vývoji softvéru,"analýza požiadaviek,životný cyklus softvéru,špecifikácia",trivialne,Akou činnosťou začína vývoj softvéru?,,Analyzou aktualneho stavu a zakaznikovych poziadaviek na softver.,1,,,1,1,0,,
1072799675,1843,1091,,Y,diagram,Riešenie problému zložitosti v diagramoch tokov údajov,"dekompozícia,diagram tokov údajov",stredne,Akou technikou si pomáhame pri riešení problému zložitosti pri diagramoch tokov údajov?,,"Dekompozicia modelu, teda systemu",0.95,,,1,0.9,0.1,,
1072799676,1849,1092,y,Y,diagram,,"UML,diagram tried,model údajov",lahke,Aký diagram je zobrazený na obrázku? Na čo sa používa?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-46.png,"diagram tried. urcuje vztahy medzi entitami. ""customer"" - ""product"" a pod.",0.1,,,0.1,0.1,0,,
1072799676,1852,1093,y,Y,diagram,Určovanie typu diagramu,"entitno-relačný diagram,model údajov",lahke,Aký diagram je zobrazený na obrázku? Na čo sa používa?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-46.png,"Entitno relacny model, pouziva as ako na modelovanie udajov / dat.",0.95,,,0.9,1,0.1,,
1072799676,1856,1094,,Y,diagram,Určovanie typu diagramu,"entitno-relačný diagram,model údajov",lahke,Aký diagram je zobrazený na obrázku? Na čo sa používa?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-46.png,"Entitno=relacny diagram, predstavuje zakladny model udajov ktore treba uchovavat, zohladnuje kardinalitu medzi jednotlivymi entitami. Neriesi samotny tok udajov.",1,,,1,1,0,,
1072799676,1859,1095,,Y,diagram,Určovanie typu diagramu,"diagram tokov údajov,model údajov",lahke,Aký diagram je zobrazený na obrázku? Na čo sa používa?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-46.png,"Je to diagram tokov udajov, Pouziva sa na zobrazenie vztahov medzi jednotlivymi objektami, kotre su v tomto pripade customer, product, salesperson.",0,,,0,0,0,,
1072799677,1873,1096,,Y,diagram,UML diagram na modelovanie biznis procesov,"UML,diagram činností,model správania",lahke,Aký diagram UML používame pri modelovaní biznis procesov?,,Diagram aktivit,1,,,1,1,0,,
1072799678,1894,1097,y,Y,etapy_vyvoja_softveru,Rozdiely medzi analýzou a návrhom softvéru,"návrh softvéru,analýza požiadaviek,životný cyklus softvéru",lahke,Aký je rozdiel medzi analýzou a návrhom softvéru?,,"Vystup analyzy vyuziva pri navrhu. Pri analyze sa snazime rozdelit problem na podproblemy, ktore potom pri navrhu jednotlivo riesime a spajame ich do jedneho",0.2,,,0.3,0.1,0.2,,
1072799679,1912,1098,y,Y,analyza_poziadaviek,Rozdiely medzi funkcionálnymi a nefunkcionálnymi požiadavkami na softvér,"analýza požiadaviek,softvér",lahke,Aký je rozdiel medzi funkcionálnymi a nefunkcionálnymi požiadavkami na softvér? Pomôžte si príkladmi.,,"Funkcionalne poziadavky su take, ktore musi softver robit napriklad uctovny softver musi vediet robit uctovne uzavierky, evidovat rozne veci, spravovat data. Nefunkcionalne su jeho vlastnosti, napriklad zavislosti na prostredi - operacny system, platforma. Moze byt poziadavka, nech to bezi pod MS Windows, to je nefunkcionalna poziadavka.",0.95,,,1,0.9,0.1,,
1072799679,1915,1099,y,Y,analyza_poziadaviek,Rozdiely medzi funkcionálnymi a nefunkcionálnymi požiadavkami na softvér,"analýza požiadaviek,softvér",lahke,Aký je rozdiel medzi funkcionálnymi a nefunkcionálnymi požiadavkami na softvér? Pomôžte si príkladmi.,,"Funckionalne poziadavky su o funkcnosti softveru npr. Funkcnost, efektivnost, spolahlivost. A nefunkcionalne su npr. manazment softveroveho produktu, dokmentacia k softveru.",0,,,0,0,0,,
1072799680,1933,1100,,Y,diagram,Určovanie typu diagramu,diagram tokov údajov,stredne,Aký diagram je na obrázku? Patrí do UML?,http://alef.fiit.stuba.sk/learning_objects/resources/pic-psi-sg-q-5.png,"Data flow diagram, nepatrí do UML",1,,,1,1,0,,
1072799682,1975,1101,,Y,softverove_inzinierstvo,Rozdiely medzi programom a produktom,"softvérový projekt,softvérové inžinierstvo",lahke,Aký je rozdiel medzi programom a produktom?,,"program je vykonatelny kod, ktory sluzi pre programatora bez nejakej dokumentacie a testovania, produkt je uz vysledne zbozi, ktore je otestovane a prisposobene danemu systemu, s dokumentaciou urcene k predaju. produkt je asi 9x drahsi ako program cize o dekadu.",0.9,,,0.95,0.85,0.1,,
1072799682,1976,1102,,Y,softverove_inzinierstvo,Rozdiely medzi programom a produktom,"softvérový projekt,softvérové inžinierstvo",lahke,Aký je rozdiel medzi programom a produktom?,,"Program je software urceny na vlastne pouzitie, nieje urceny na predaj. Produkt je software ktory je zdokumentovany, analyzovany, odladeny a pripraveny na predaj a pouzitie pre zakaznika.",0.95,,,1,0.9,0.1,,
1072799683,1991,1103,y,Y,testovanie,Rozdiel medzi testovaním metódou čierna skrinka a biela skrinka,"testovanie,metóda bielej skrinky,metóda čiernej skrinky",trivialne,Aký je rozdiel medzi technikami testovania čierna skrinka (black-box) a biela skrinka (white-box) testovaním?,,"black box- je to metoda funkcionalneho testovania a pri tomto testovani nas nezaujima struktura systemu a ani logika, zaobera sa funkcionalitou systemu. white box - je to metoda strukturneho testovania a zaobera sa testovanim struktury systemu.",0.75,,,0.8,0.7,0.1,,
1072799683,1992,1104,y,Y,testovanie,Rozdiel medzi testovaním metódou čierna skrinka a biela skrinka,"testovanie,metóda bielej skrinky,metóda čiernej skrinky",trivialne,Aký je rozdiel medzi technikami testovania čierna skrinka (black-box) a biela skrinka (white-box) testovaním?,,blackbox (funkcionalne testovanie) testovanie uvažuje iba vstupy a výstupy programu. whitebox (štrukturálne) uvažuje aj logiku vnutri programu a zameriava sa na pokrytie všetkých možných ciesť vnutri programu,1,,,1,1,0,,
1072799683,1994,1105,y,Y,testovanie,Rozdiel medzi testovaním metódou čierna skrinka a biela skrinka,"testovanie,metóda bielej skrinky,metóda čiernej skrinky",trivialne,Aký je rozdiel medzi technikami testovania čierna skrinka (black-box) a biela skrinka (white-box) testovaním?,,cierna srkinka- testovanie na kritickich vstupoch biela skrinka-testovanie na standardnych vstupoch,0,,,0,0,0,,
1072799684,2011,1106,,Y,softverove_inzinierstvo,Rozdiel medzi UML a UP,"model správania,softvérové inžinierstvo",stredne,Aký je rozdiel medzi UML a UP (Unified process)?,,"-UP je ""proces"" -UML nie je ""proces"" UP je riadeny pripadmi pouzitia",0.25,,,0.2,0.3,0.1,,
1072799684,2012,1107,,Y,softverove_inzinierstvo,Rozdiel medzi UML a UP,softvérové inžinierstvo,stredne,Aký je rozdiel medzi UML a UP (Unified process)?,,"UP je metodika vývoja softvéru, ktorá využíva UML - to je modelovací jazyk na tvorbu diagramov, ktorý sa využíva pri tom vývoji",1,,,1,1,0,,
